county_fips,state,county,AVLN_risk_score,CFLD_risk_score,CWAV_risk_score,DRGT_risk_score,ERQK_risk_score,HAIL_risk_score,HWAV_risk_score,HRCN_risk_score,ISTM_risk_score,LNDS_risk_score,LTNG_risk_score,IFLD_risk_score,SWND_risk_score,TRND_risk_score,TSUN_risk_score,VLCN_risk_score,WFIR_risk_score,WNTW_risk_score
34001,New Jersey,Atlantic,,96.2,81.647582697201,84.16030534351145,88.04071246819338,47.48727735368957,89.08156711624919,95.78639966624948,66.51116294568477,37.81806615776082,91.9529262086514,92.6526717557252,99.61832061068702,53.21246819338422,,,94.30661577608144,97.10375556970082
34003,New Jersey,Bergen,,100.0,91.88931297709924,37.15012722646311,96.0241730279898,21.342239185750635,96.78869621066151,92.78264497288276,80.30656447850717,58.87404580152672,96.4058524173028,98.75954198473282,98.15521628498728,92.30279898218828,,,21.660305343511453,98.56779121578612
34005,New Jersey,Burlington,,79.0,81.52035623409668,72.264631043257,92.01653944020356,32.69720101781171,93.80218368657674,88.81935753024615,96.40119960013328,61.1323155216285,94.529262086514,96.4058524173028,98.95038167938932,78.2442748091603,,,92.20737913486003,98.47231063017186
34007,New Jersey,Camden,,76.0,91.5712468193384,69.8473282442748,93.8295165394402,31.393129770992367,97.0456005138086,88.5273258239466,95.66811062979006,55.24809160305344,96.43765903307887,95.61068702290076,94.21119592875316,84.82824427480915,,,86.25954198473282,99.39528962444302
34009,New Jersey,Cape May,,99.4,50.89058524173028,57.91984732824428,73.88676844783714,4.198473282442748,92.4213230571612,93.11639549436796,47.68410529823392,15.585241730279895,70.10178117048346,89.66284987277355,98.50508905852416,38.295165394402034,,,86.41857506361323,88.60598345003184
34011,New Jersey,Cumberland,,88.4,86.80025445292621,84.00127226463104,87.21374045801527,48.409669211195926,88.15028901734102,91.9482686691698,70.24325224925025,28.24427480916031,79.03944020356234,72.23282442748089,86.38676844783714,54.039440203562336,,,85.78244274809158,94.68491406747296
34013,New Jersey,Essex,,65.4,95.41984732824427,25.540712468193384,95.64249363867684,86.80025445292621,98.97238278741168,91.82311222361284,78.70709763412195,50.477099236641216,92.2709923664122,98.823155216285,98.66412213740456,94.91094147582696,,,10.591603053435112,97.00827498408658
34015,New Jersey,Gloucester,,84.2,78.68956743002543,77.7671755725191,89.31297709923663,41.69847328244274,93.6416184971098,83.729662077597,88.43718760413196,46.81933842239186,83.30152671755725,87.91348600508906,96.88295165394402,69.56106870229007,,,79.67557251908397,96.91279439847231
34017,New Jersey,Hudson,,95.0,93.86132315521628,25.6997455470738,95.29262086513997,75.12722646310432,98.81181759794477,91.73967459324152,74.8417194268577,25.28625954198473,76.94020356234098,98.56870229007632,97.45547073791349,90.71246819338424,,,4.548346055979644,95.16231699554424
34019,New Jersey,Hunterdon,,,47.67811704834607,72.99618320610686,75.50890585241731,18.447837150127228,72.12588310854207,74.67667918231123,86.23792069310228,49.363867684478365,65.77608142493638,86.76844783715013,96.18320610687024,51.43129770992366,,,26.33587786259542,81.79503500954806
34021,New Jersey,Mercer,,56.8,85.17811704834605,62.08651399491095,94.02035623409668,29.51653944020356,95.7931920359666,94.6182728410513,96.30123292235922,53.46692111959288,93.54325699745549,97.16921119592875,99.52290076335876,81.90203562340966,,,73.44147582697201,97.74029280712922
34023,New Jersey,Middlesex,,83.59999999999998,94.30661577608144,75.03180661577609,96.2468193384224,42.270992366412216,96.46756583172768,92.61576971214016,99.1669443518827,73.28244274809158,81.87022900763358,98.85496183206112,99.65012722646308,94.49745547073792,,,79.70737913486003,99.58625079567152
34025,New Jersey,Monmouth,,90.2,87.02290076335876,71.66030534351145,93.95674300254451,30.12086513994911,98.61913937058446,93.07467667918232,94.36854381872708,34.38295165394402,98.47328244274809,95.80152671755724,100.0,55.05725190839694,,,88.77226463104324,97.5493316359007
34027,New Jersey,Morris,16.666666666666664,,93.09796437659033,66.79389312977099,88.83587786259542,21.978371501272264,89.17790622992936,85.18982060909468,59.64678440519828,73.95038167938931,90.5852417302799,96.31043256997457,96.69211195928752,79.86641221374046,,,29.993638676844785,96.49904519414386
34029,New Jersey,Ocean,,98.2,90.52162849872772,62.849872773536894,92.23918575063614,60.49618320610687,95.72896596017983,93.24155193992488,94.46851049650115,56.45674300254453,97.93256997455472,96.72391857506362,99.93638676844785,47.16921119592875,,,95.22900763358776,99.42711648631445
34031,New Jersey,Passaic,14.76608187134503,25.4,92.23918575063614,46.18320610687023,93.63867684478372,15.807888040712466,96.14643545279384,87.90154359616187,74.808397200933,68.92493638676844,97.83715012722644,97.83715012722644,98.9821882951654,88.80407124681933,,,16.06234096692112,97.7084659452578
34033,New Jersey,Salem,,95.8,42.6526717557252,79.38931297709924,79.6119592875318,44.17938931297709,76.49325626204238,76.80433875677932,88.30389870043318,20.48346055979644,45.48346055979644,69.78371501272265,92.08015267175573,35.146310432569976,,,68.06615776081425,83.67281985996179
34035,New Jersey,Somerset,,29.4,74.04580152671755,58.460559796437664,88.51781170483459,15.267175572519085,88.02183686576748,83.4793491864831,90.7697434188604,23.123409669211195,83.42875318066157,95.03816793893128,93.76590330788804,72.32824427480915,,,35.400763358778626,94.20751113940166
34037,New Jersey,Sussex,30.26315789473684,,93.89312977099236,50.63613231552162,71.08778625954199,8.301526717557252,59.794476557482334,71.46433041301627,53.98200599800067,86.48218829516541,66.66666666666666,77.32188295165393,98.21882951653944,44.083969465648856,,,36.704834605597966,78.80330999363463
34039,New Jersey,Union,,72.39999999999998,85.27353689567428,29.898218829516537,95.06997455470736,26.622137404580155,96.24277456647398,88.98623279098874,95.10163278907032,27.54452926208652,96.69211195928752,97.51908396946564,98.6323155216285,87.1501272264631,,,16.348600508905854,98.53596435391472
34041,New Jersey,Warren,41.2280701754386,,88.26335877862596,78.43511450381678,70.80152671755725,14.7264631043257,72.22222222222221,79.93324989570294,60.979673442185934,77.44910941475827,72.74173027989822,86.54580152671755,90.55343511450384,49.68193384223918,,,23.44147582697201,83.3545512412476
