county_fips,state,county,AVLN_risk_score,CFLD_risk_score,CWAV_risk_score,DRGT_risk_score,ERQK_risk_score,HAIL_risk_score,HWAV_risk_score,HRCN_risk_score,ISTM_risk_score,LNDS_risk_score,LTNG_risk_score,IFLD_risk_score,SWND_risk_score,TRND_risk_score,TSUN_risk_score,VLCN_risk_score,WFIR_risk_score,WNTW_risk_score
50001,Vermont,Addison,60.81871345029239,,36.38676844783714,0.0,55.788804071246815,14.790076335877863,45.63262684649968,67.45932415519398,52.84905031656113,72.264631043257,54.230279898218825,47.70992366412214,31.711195928753185,20.260814249363868,,,21.43765903307888,54.4239338001273
50003,Vermont,Bennington,67.39766081871345,,83.36513994910942,0.0,45.45165394402035,28.276081424936393,27.039177906229927,71.88151856487276,50.38320559813394,80.02544529262086,52.67175572519084,64.53562340966921,18.352417302798983,20.865139949109416,,,20.101781170483456,44.55760661998727
50005,Vermont,Caledonia,31.578947368421048,,50.413486005089055,0.0,44.87913486005089,6.583969465648855,27.328195247270397,71.25573633708801,48.01732755748084,78.53053435114502,46.0559796437659,52.79898218829516,23.21882951653944,10.2735368956743,,,17.779898218829516,61.74411203055379
50007,Vermont,Chittenden,78.94736842105263,,49.61832061068702,0.0,76.65394402035622,16.698473282442748,73.15350032113038,65.91572799332499,78.1406197934022,76.59033078880407,82.79262086513995,76.3676844783715,59.351145038167935,29.51653944020356,,,25.381679389312975,84.88224061107574
50009,Vermont,Essex,45.02923976608187,,24.17302798982188,0.0,22.519083969465647,1.653944020356234,12.524084778420038,56.36211931581144,20.393202265911363,60.43256997455471,10.591603053435112,15.362595419847327,4.643765903307888,4.866412213740458,,,3.816793893129771,44.01654996817314
50011,Vermont,Franklin,34.356725146198826,,32.410941475826974,0.0,60.05089058524173,8.71501272264631,37.44380218368658,59.11556111806424,66.81106297900699,69.46564885496184,65.87150127226464,52.09923664122137,29.961832061068705,14.821882951653944,,,12.595419847328245,59.770846594525786
50013,Vermont,Grand Isle,,,7.410941475826973,0.0,30.56615776081425,1.78117048346056,13.680154142581888,34.54317897371715,34.72175941352882,8.333333333333332,21.119592875318062,12.786259541984732,11.60941475826972,4.770992366412214,,,4.611959287531807,18.20496499045194
50015,Vermont,Lamoille,56.14035087719298,,27.194656488549615,0.0,40.489821882951645,4.802798982188295,21.67630057803468,61.618690029203165,39.85338220593136,74.93638676844782,39.726463104325695,42.8117048346056,18.16157760814249,9.987277353689567,,,13.963104325699746,79.12157861234881
50017,Vermont,Orange,36.84210526315789,,30.56615776081425,0.0,37.786259541984734,9.446564885496183,36.70520231213873,65.45682102628285,39.886704431856046,83.04707379134862,64.15394402035624,50.0,24.93638676844784,13.326972010178118,,,17.17557251908397,53.85105028644176
50019,Vermont,Orleans,52.19298245614034,,48.09160305343512,0.0,46.69211195928753,5.693384223918575,25.369299935773924,67.25073007926575,49.01699433522159,72.8053435114504,47.36005089058524,60.68702290076335,22.74173027989822,11.100508905852417,,,18.893129770992367,70.81476766390834
50021,Vermont,Rutland,66.66666666666666,,59.160305343511446,0.0,58.23791348600509,27.449109414758272,55.52344251766217,70.04589069670422,62.31256247917361,82.66539440203562,65.07633587786259,67.30279898218829,53.27608142493639,25.82697201017812,,,22.99618320610687,61.903246339910886
50023,Vermont,Washington,46.929824561403514,,44.87913486005089,0.0,52.41730279898219,11.736641221374049,55.81245985870263,67.33416770963704,50.6164611796068,97.01017811704835,71.31043256997455,70.8969465648855,23.632315521628495,13.931297709923664,,,19.115776081424936,80.14003819223424
50025,Vermont,Windham,46.05263157894737,,68.35241730279897,0.0,49.74554707379134,31.488549618320608,38.27874116891458,74.55152273675425,72.20926357880705,85.36895674300254,61.1323155216285,71.27862595419847,23.50508905852417,40.01272264631044,,,20.896946564885496,49.20432845321452
50027,Vermont,Windsor,55.4093567251462,,56.13867684478372,0.0,53.9440203562341,25.604325699745544,69.97430956968529,72.96620775969961,70.4765078307231,90.55343511450383,66.12595419847328,76.7175572519084,35.81424936386768,30.089058524173034,,,26.94020356234097,75.11139401654995
