county_fips,state,county,AVLN_risk_score,CFLD_risk_score,CWAV_risk_score,DRGT_risk_score,ERQK_risk_score,HAIL_risk_score,HWAV_risk_score,HRCN_risk_score,ISTM_risk_score,LNDS_risk_score,LTNG_risk_score,IFLD_risk_score,SWND_risk_score,TRND_risk_score,TSUN_risk_score,VLCN_risk_score,WFIR_risk_score,WNTW_risk_score
21001,Kentucky,Adair,,,64.79007633587787,38.13613231552162,65.2671755725191,70.51526717557252,34.64996788696211,48.26866916979558,58.11396201266245,48.82315521628498,47.01017811704834,44.49745547073791,63.89949109414759,65.7442748091603,,,15.903307888040713,69.4462126034373
21003,Kentucky,Allen,,,51.55852417302798,43.57506361323154,75.03180661577609,84.82824427480915,40.59087989723828,29.578639966624948,63.345551482839056,43.51145038167938,36.06870229007634,27.449109414758272,69.8473282442748,69.49745547073792,,,9.319338422391857,51.941438574156585
21005,Kentucky,Anderson,,,33.587786259541986,17.68447837150127,49.459287531806616,42.14376590330789,25.72254335260116,18.564872757613685,81.17294235254914,44.24300254452926,42.87531806615776,34.38295165394402,67.84351145038168,64.18575063613231,,,8.015267175572518,52.100572883513685
21007,Kentucky,Ballard,,,41.0941475826972,96.37404580152673,88.93129770992368,20.29262086513995,50.642260757867696,29.620358781810594,82.87237587470841,40.20356234096692,21.151399491094143,12.245547073791348,56.52035623409669,31.711195928753185,,,6.011450381679389,39.33800127307448
21009,Kentucky,Barren,,,72.64631043256996,48.918575063613225,77.35368956743001,89.85368956743001,61.913937058445725,45.01460158531498,76.97434188603799,41.98473282442748,79.32569974554707,67.77989821882952,89.2175572519084,85.43256997455471,,,16.571246819338423,80.68109484404837
21011,Kentucky,Bath,,,19.05216284987277,21.946564885496183,33.87404580152672,26.081424936386767,32.75529865125241,26.491447642886936,21.359546817727423,41.31679389312977,73.88676844783714,29.548346055979646,38.26335877862596,32.63358778625955,,,26.176844783715016,42.393380012730745
21013,Kentucky,Bell,69.73684210526315,,73.18702290076334,17.39821882951654,59.44656488549617,52.13104325699746,42.77456647398844,35.210680016687526,22.459180273242254,89.09033078880407,20.57888040712468,82.02926208651398,46.596692111959285,41.63486005089059,,,73.25063613231552,71.32399745385105
21015,Kentucky,Boone,,,91.50763358778626,18.70229007633588,78.62595419847328,45.038167938931295,54.04624277456648,13.516896120150188,69.71009663445517,41.9529262086514,76.62213740458014,66.4440203562341,93.51145038167938,91.63486005089058,,,24.681933842239182,60.05728835136856
21017,Kentucky,Bourbon,,,40.96692111959288,29.993638676844785,56.011450381679374,54.230279898218825,36.83365446371226,42.67834793491865,45.68477174275242,13.39058524173028,48.473282442748086,53.784987277353686,76.90839694656486,59.00127226463104,,,4.484732824427481,51.782304264799485
21019,Kentucky,Boyd,,,21.946564885496183,14.344783715012724,59.51017811704836,56.93384223918575,96.56390494540784,50.521485189820616,75.47484171942685,83.46055979643766,57.22010178117048,82.18829516539438,44.14758269720102,51.335877862595424,,,68.44783715012723,61.648631444939525
21021,Kentucky,Boyle,,,49.777353689567434,19.720101781170484,69.40203562340967,68.86132315521628,34.104046242774565,30.99707968293701,64.17860713095635,23.377862595419845,51.335877862595424,43.19338422391857,81.1704834605598,76.39949109414758,,,9.510178117048346,64.95862507956716
21023,Kentucky,Bracken,,,15.776081424936386,18.09796437659033,26.84478371501272,5.820610687022901,23.667308927424536,8.051731330830204,19.060313228923693,50.095419847328245,34.66921119592875,26.176844783715016,76.62213740458014,31.93384223918575,,,1.55852417302799,16.48631444939529
